;delta_reaTZon_y
127;-0.22925416
128;-0.237014914
129;-0.238611994
130;-0.159111954
131;-0.192779108
132;-0.190624551
133;-0.193617752
134;-0.127410292
135;-0.107668855
136;-0.071038031
137;-0.014849043
138;0.024083915
139;0.068881537
140;0.098877338
141;0.118183134
142;0.126932432
143;0.131471162
144;0.117794832
145;0.10758147
146;0.066595776
147;0.018025617
148;-0.028202959
149;-0.074545345
150;-0.109268081
151;-0.12486083
152;-0.221420646
153;-0.177086896
154;-0.057696134
155;0.10026666
156;0.158429808
157;0.164765193
158;0.189175175
159;0.204956909
160;0.252043381
161;0.352946011
162;0.437648993
163;0.489376261
164;0.526420422
165;0.466123739
166;0.315109843
167;0.116166235
168;-0.079930457
169;-0.175489776
170;-0.195086222
171;-0.287737353
172;-0.470044072
173;-0.407780976
174;-0.331538806
175;-0.282787656
176;-0.243621048
177;-0.21436786
178;-0.137102804
179;-0.173370021
180;-0.161283574
181;-0.15054961
182;-0.146957956
183;-0.049234882
184;-0.048987817
185;-0.060290664
186;-0.062678353
187;-0.056705818
188;-0.012061993
189;0.026958651
190;0.048288788
191;0.065117082
192;0.083562243
193;0.093292206
194;0.101590189
195;0.101513383
196;0.083793604
197;0.054959524
198;0.018628087
199;-0.023138948
200;-0.060957406
201;-0.095124
202;-0.038902251
203;0.095841877
204;0.173198999
205;0.196861379
206;0.203573628
207;0.207050787
208;0.205584324
209;0.192014187
210;0.174495773
211;0.158598077
212;0.13637957
213;0.113969126
214;0.111945475
215;0.109752284
216;0.09482428
217;0.071758752
218;0.039167995
219;-0.001395697
220;-0.061528398
221;-0.096051489
222;-0.176439989
223;-0.253457171
224;-0.257677042
225;-0.243029148
226;-0.22851688
227;-0.217527591
228;-0.201827176
229;-0.189115899
230;-0.181541337
231;-0.177812401
232;-0.161059552
233;-0.062638096
234;-0.074299955
235;-0.094492193
236;-0.068286598
237;-0.031138666
238;0.00078937
239;0.033189024
240;0.060583478
241;0.085882359
242;0.112003473
243;0.128771545
244;0.132623958
245;0.12626652
246;0.087528095
247;0.03481209
248;-0.009060099
249;-0.059582219
250;-0.10490372
251;-0.149678734
252;-0.185610447
253;-0.155866257
254;-0.110297282
255;-0.063108168
256;-0.003547209
257;0.045438856
258;0.064699297
259;0.068743869
260;0.123721771
261;0.16429046
262;0.144959756
263;0.118386905
264;0.103695115
265;0.073740608
266;0.028975891
267;-0.04161575
268;-0.190596527
269;-0.239119339
270;-0.220489355
271;-0.150925933
272;-0.107761786
273;-0.066485652
274;-0.013344073
275;0.042144233
276;0.093881773
277;0.128902554
278;0.149278449
279;0.144504381
280;0.14210198
281;0.126050071
282;0.095965982
283;0.055420689
284;-0.004859492
285;-0.062024139
286;-0.11591631
287;-0.159638809
288;-0.207260098
289;-0.207057443
290;-0.168245537
291;-0.122533741
292;-0.069309046
293;-0.006700507
294;0.051561985
295;0.091631061
296;0.066240984
297;0.126902231
298;0.113324045
299;0.089856667
300;0.096574172
301;0.109315478
302;0.142357238
303;0.201094481
304;0.304177294
305;0.229543352
306;-0.041447882
307;-0.144391112
308;-0.160566174
309;-0.198698706
310;-0.234441786
311;-0.223206774
312;-0.133965553
313;-0.097227177
314;-0.097781606
315;-0.091434538
316;-0.103756203
317;-0.042592291
318;0.027289492
319;0.088326696
320;0.130999267
321;0.150048825
322;0.210248134
323;0.159662293
324;0.133326042
325;0.099827299
326;0.064845039
327;0.022035844
328;-0.026362756
329;-0.073327951
330;-0.12149685
331;-0.158896181
332;-0.176941216
333;-0.17672512
334;-0.156086051
335;-0.11635535
336;-0.06781505
337;-0.010131237
338;0.049525519
339;0.103507727
340;0.144740178
341;0.166584217
342;0.162121452
343;0.142628762
344;0.060943673
345;0.075924595
346;0.071486038
347;0.085402191
348;0.092908899
349;0.104760794
350;0.105903606
351;0.093687541
352;0.100862244
353;0.108277853
354;0.107755979
355;0.104285737
356;0.103110477
357;0.102333211
358;0.093927292
359;0.084440759
360;0.080419065
361;0.074656827
362;0.074316275
363;0.070915728
364;0.042616566
365;0.046119594
366;-0.030824037
367;-0.203902115
368;-0.297885315
369;-0.308103322
370;-0.23205089
371;-0.255774664
372;-0.243467005
373;-0.230592693
374;-0.216662592
375;-0.205568974
376;-0.091717348
377;-0.075143521
378;-0.067404397
379;-0.037805144
380;-0.000104392
381;0.039949643
382;0.076394976
383;0.108901257
384;0.128298505
385;0.133556343
386;0.127201455
387;0.108576629
388;0.08143084
389;0.04534115
390;0.003412996
391;-0.040686525
392;-0.142099827
393;-0.13087694
394;-0.073605702
395;0.047287691
396;0.110581214
397;0.125747336
398;0.11914793
399;0.107238606
400;0.106871755
401;0.11246925
402;0.134258243
403;0.140269577
404;0.136577698
405;0.127970595
406;0.125961706
407;0.126966041
408;0.119679014
409;0.107351682
410;0.106261304
411;0.092014384
412;0.001440179
413;-0.00945377
414;-0.056619617
415;-0.206211631
416;-0.299571119
417;-0.307432026
418;-0.240202913
419;-0.273992874
420;-0.250806141
421;-0.227957328
422;-0.217748052
423;-0.114476454
424;-0.09718761
425;-0.087513585
426;-0.066940831
427;-0.030508884
428;0.024073039
429;0.073923333
430;0.110234409
431;0.140125703
432;0.154668487
433;0.156278646
434;0.147198838
435;0.124201848
436;0.090964582
437;0.051326465
438;0.002193809
439;-0.054085423
440;-0.174799656
441;-0.190584669
442;-0.11799828
443;0.043353022
444;0.144218145
445;0.181142718
446;0.195292647
447;0.20473737
448;0.206384384
449;0.201117312
450;0.185335132
451;0.169506294
452;0.163170395
453;0.152003411
454;0.152388298
455;0.15242979
456;0.139323276
457;0.113394262
458;0.081486937
459;0.035330198
460;-0.043526034
461;-0.099288413
462;-0.190501095
463;-0.256287973
464;-0.248943084
465;-0.226517854
466;-0.137744597
467;-0.16024554
468;-0.141881127
469;-0.125438041
470;-0.121915025
471;-0.119286224
472;-0.108361391
473;-0.100920698
474;-0.106046688
475;-0.118584858
476;-0.1228429
477;-0.122939571
478;-0.118840023
479;-0.017062982
480;-0.001905739
481;-0.000525213
482;0.002828116
483;0.012326221
484;0.024329953
485;0.036851762
486;0.049785266
487;0.058453978
488;-0.010271367
489;0.025175417
490;0.096217365
491;0.215701818
492;0.277671657
493;0.304769688
494;0.317770925
495;0.31573197
496;0.297640033
497;0.2820817
498;0.271006514
499;0.2349577
500;0.169268859
501;0.115164129
502;0.095929226
503;0.017947762
504;-0.005259775
505;-0.014338488
506;-0.059842879
507;-0.143946915
508;-0.362978921
509;-0.333193556
510;-0.274865744
511;-0.243420532
512;-0.204547765
513;-0.176028103
514;-0.095486098
515;-0.135239377
516;-0.162199739
517;-0.201202229
518;-0.13698099
519;-0.099164052
520;-0.107681363
521;-0.114369884
522;-0.124257352
523;-0.127702849
524;-0.013906082
525;-0.024062244
526;-0.052136213
527;-0.050911859
528;-0.030028164
529;-0.00536932
530;0.017857733
531;0.037816059
532;0.061115751
533;0.078188145
534;0.074721418
535;0.061016421
536;0.046839652
537;0.026207077
538;0.082654055
539;0.188653195
540;0.228196658
541;0.259842019
542;0.330762281
543;0.421416471
544;0.560733349
545;0.476459105
546;0.259638244
547;0.096251524
548;-0.065751236
549;-0.064905578
550;0.163774709
551;-0.028085258
552;-0.368071493
553;-0.298712393
554;-0.222299213
555;-0.197214273
556;-0.236503246
557;-0.120381667
558;-0.113295321
559;-0.15315742
560;-0.162393042
561;-0.165768203
562;-0.152745293
563;-0.142007038
564;-0.133370435
565;-0.124802269
566;-0.118089412
567;-0.114567483
568;-0.115091239
569;-0.115667446
570;-0.112239544
571;-0.052016255
572;-0.030695521
573;-0.019260134
574;-0.004453612
575;0.013597296
576;0.030260225
577;0.043382922
578;0.055135989
579;0.064604169
580;0.069880504
581;0.073038213
582;0.06934904
583;0.051015212
584;0.018124489
585;-0.040454386
586;-0.093517017
587;-0.110519683
588;-0.109472254
589;-0.065918305
590;-0.039897587
591;-0.020406541
592;0.007239444
593;0.034260094
594;0.068058774
595;0.102440637
596;0.102116541
597;0.085508884
598;0.048706964
599;0.001238367
600;-0.054862729
601;-0.088290144
602;-0.096154716
603;-0.096600865
604;-0.087887049
605;-0.060335117
606;-0.021273719
607;0.019781952
608;0.057270488
609;0.088481098
610;0.088838369
611;0.06933493
612;0.076595012
613;0.060203526
614;0.026017926
615;-0.015591642
616;-0.072565576
617;-0.114062524
618;-0.118236509
619;-0.070234769
620;-0.031062171
621;-0.002098822
622;0.021863645
623;0.045701694
624;0.06373582
625;0.070020062
626;0.05470414
627;0.024539413
628;0.013960947
629;-0.006447852
630;-0.03353231
631;-0.058245026
632;-0.141592862
633;-0.093466728
634;-0.063989363
635;-0.027083531
636;0.018311615
637;0.064150606
638;0.09809993
639;0.122528857
640;0.147363726
641;0.150054542
642;0.124290361
643;0.070277891
644;-0.025133486
645;-0.078927821
646;-0.047129657
647;-0.071886098
648;-0.140094012
649;-0.137312675
650;-0.115853645
651;-0.048294997
652;-0.091962553
653;-0.104449346
654;-0.031992916
655;0.038155087
656;0.07194909
657;0.096002662
658;0.203980769
659;0.1829405
660;0.16372419
661;0.124681301
662;0.063783514
663;-0.012569498
664;-0.106349978
665;-0.167422328
666;-0.179552682
667;-0.177449004
668;-0.107555503
669;-0.068411042
670;-0.036793021
671;0.004055497
672;0.045404965
673;0.0813097
674;0.105478283
675;0.112340525
676;0.103042293
677;0.078236151
678;0.05167868
679;0.021996384
680;-0.066535488
681;-0.04351285
682;0.020675658
683;0.176219641
684;0.260022238
685;0.281546113
686;0.274388143
687;0.267654443
688;0.267710805
689;0.265615631
690;0.255276967
691;0.229132131
692;0.187710107
693;0.123411556
694;0.030159156
695;-0.061525839
696;-0.138444202
697;-0.208039468
698;-0.203621142
699;-0.199435142
700;-0.303236197
701;-0.205304074
702;-0.182023044
703;-0.216819089
704;-0.207988526
705;-0.191907375
706;-0.116658813
707;-0.158840165
708;-0.152046649
709;-0.147268494
710;-0.137652742
711;-0.127751792
712;-0.06513939
713;-0.037391584
714;-0.016732845
715;0.013351321
716;0.039666096
717;0.06182871
718;0.068460229
719;0.068548262
720;0.074430582
721;0.075982176
722;0.057290148
723;0.032341076
724;-0.001450586
725;-0.039483604
726;-0.077742741
727;-0.107115036
728;-0.178449139
729;-0.122752855
730;-0.017054578
731;0.141145874
732;0.204214877
733;0.21659914
734;0.233088581
735;0.334851733
736;0.550751172
737;0.475161636
738;0.340082394
739;0.318204039
740;0.28765912
741;0.154483653
742;0.01250079
743;-0.134445336
744;-0.241640165
745;-0.236637819
746;-0.117321595
747;-0.136416998
748;-0.336608862
749;-0.214779836
750;-0.183648468
751;-0.219547373
752;-0.229314663
753;-0.227062652
754;-0.15699062
755;-0.19691009
756;-0.176547045
757;-0.163576908
758;-0.157729969
759;-0.092990394
760;-0.059040606
761;-0.034924737
762;0.003618692
763;0.044241725
764;0.078001281
765;0.098134604
766;0.109246308
767;0.102485804
768;0.079349464
769;0.054431828
770;0.03770357
771;0.010856404
772;-0.020480578
773;-0.048595022
774;-0.074474182
775;-0.096980668
776;-0.168052596
777;-0.114574022
778;-0.010665919
779;0.129832915
780;0.179713568
781;0.200183127
782;0.229067575
783;0.302750772
784;0.449493802
785;0.381617953
786;0.13660467
787;0.120515747
788;0.135154288
789;0.141053309
790;0.135565809
791;0.109353173
792;0.075692509
793;0.030097293
794;0.016431008
795;-0.021219414
796;-0.186533802
797;-0.240165903
798;-0.25440157
799;-0.268391062
800;-0.25811639
801;-0.246358691
802;-0.189607509
803;-0.238331248
804;-0.21542715
805;-0.200442357
806;-0.190497247
807;-0.183139723
808;-0.096436766
809;-0.064772002
810;-0.035510933
811;0.009416326
812;0.044051153
813;0.075518663
814;0.105016107
815;0.128281788
816;0.135618522
817;0.132769205
818;0.106290361
819;0.069417097
820;0.024008382
821;-0.028657292
822;-0.084490966
823;-0.145051564
824;-0.243236598
825;-0.163363713
826;-0.033830492
827;0.141084917
828;0.227014289
829;0.256962219
830;0.262255094
831;0.265414749
832;0.276558147
833;0.277717289
834;0.262687382
835;0.249362136
836;0.243590104
837;0.231810151
838;0.19846198
839;0.143648273
840;0.059684562
841;-0.046591517
842;-0.152570347
843;-0.209928558
844;-0.244787368
845;-0.240698169
846;-0.213410328
847;-0.191986949
848;-0.168587697
849;-0.149276997
850;-0.075194429
851;-0.1230903
852;-0.121880979
853;-0.117815053
854;-0.107034245
855;-0.096752796
856;-0.096232233
857;-0.092477949
858;-0.08914704
859;-0.08823732
860;-0.085769668
861;-0.081600951
862;-0.073353563
863;-0.066005511
864;0.029371024
865;0.030992575
866;0.009331049
867;0.000930956
868;-0.006129982
869;-0.011922233
870;-0.005178996
871;0.005515563
872;0.000373485
873;-0.003743319
874;0.107167428
875;0.295290313
876;0.392081117
877;0.410155485
878;0.391053583
879;0.37459587
880;0.359883312
881;0.331431433
882;0.273267706
883;0.178920998
884;0.041331585
885;-0.106192997
886;-0.188119211
887;-0.207643229
888;-0.213880975
889;-0.210079315
890;-0.182099707
891;-0.158504396
892;-0.076042925
893;-0.0450908
894;-0.071595725
895;-0.124763632
896;-0.143974069
897;-0.151807336
898;-0.15380902
899;-0.151688053
900;-0.146208967
901;-0.152703573
902;-0.135941054
903;-0.116258722
904;-0.104364219
905;-0.098505138
906;-0.107304555
907;-0.102637374
908;-0.051031068
909;-0.042119371
910;-0.045215652
911;-0.038288502
912;-0.009698696
913;0.019137022
914;0.046767308
915;0.068297031
916;0.07619886
917;0.071677356
918;0.061827447
919;0.042024378
920;0.01657844
921;-0.013573908
922;-0.042440056
923;-0.065672251
924;-0.084247703
925;-0.067132235
926;0.032422678
927;0.15094774
928;0.268292603
929;0.312943539
930;0.356822122
931;0.367851709
932;0.304551723
933;0.242656482
934;0.18576872
935;0.099077653
936;0.036909263
937;-0.031885287
938;-0.053809029
939;-0.082620648
940;-0.222591607
941;-0.285502591
942;-0.23497788
943;-0.192790478
944;-0.167026229
945;-0.15211823
946;-0.141255789
947;-0.132536576
948;-0.116093572
949;-0.10025318
950;-0.108101417
951;-0.108651186
952;-0.108701056
953;-0.108426081
954;-0.064882423
955;-0.037902353
956;-0.027863128
957;-0.00779478
958;0.016362607
959;0.036087053
960;0.055725178
961;0.072740255
962;0.074184594
963;0.065617021
964;0.056161251
965;0.045923867
966;0.026701924
967;-0.001733747
968;-0.102746586
969;-0.085147638
970;-0.114264173
971;-0.112717779
972;-0.08931298
973;-0.063559114
974;-0.00057235
975;0.06142487
976;0.11858057
977;0.179214769
978;0.235761267
979;0.187373975
980;0.053724424
981;-0.027476801
982;-0.100803472
983;-0.148868938
984;-0.141399239
985;-0.12355095
986;-0.090386783
987;-0.067689691
988;-0.059537797
989;-0.036358548
990;0.015329771
991;0.065097789
992;0.093862348
993;0.117925419
994;0.189972249
995;0.129098038
996;0.081305062
997;0.013920961
998;-0.052499868
999;-0.12052474
1000;-0.158289822
1001;-0.162558672
1002;-0.113315796
1003;-0.070414881
1004;-0.038370633
1005;-0.00125946
1006;0.032263235
1007;0.059873786
1008;0.098111469
1009;0.125215315
1010;0.11655817
1011;0.092698678
1012;0.077148628
1013;0.0483417
1014;-0.004375374
1015;-0.059867417
1016;-0.193024822
1017;-0.199331931
1018;-0.076360343
1019;0.108869824
1020;0.199853516
1021;0.24413748
1022;0.309959946
1023;0.410765422
1024;0.517658776
1025;0.568161298
1026;0.541054206
1027;0.457237666
1028;0.290396857
1029;-0.021908693
1030;-0.334578039
1031;-0.363231976
1032;-0.339212278
1033;-0.285355491
1034;-0.244548342
1035;-0.133353679
1036;-0.120230147
1037;-0.116791778
1038;-0.119492747
1039;-0.173573506
1040;-0.189239831
1041;-0.187401501
1042;-0.104294679
1043;-0.139559022
1044;-0.129273305
1045;-0.118656815
1046;-0.105592692
1047;-0.094698953
1048;-0.09136134
1049;-0.086791497
1050;-0.019871932
1051;-0.007786341
1052;-0.009251039
1053;-0.002189896
1054;0.00368981
1055;0.009512246
1056;0.017378241
1057;0.022949017
1058;0.023196109
1059;0.017866755
1060;0.010847177
1061;0.004586422
1062;-0.005638962
1063;-0.017849762
1064;-0.095173916
1065;-0.048245843
1066;0.061436901
1067;0.233061395
1068;0.286145934
1069;0.295527257
1070;0.309351067
1071;0.307025503
1072;0.308678833
1073;0.306342396
1074;0.302337074
1075;0.30332989
1076;0.296763001
1077;0.331821683
1078;0.329540561
1079;0.051362921
1080;-0.152028916
1081;-0.260625605
1082;-0.323849399
1083;-0.281702268
1084;-0.2674959
1085;-0.267674595
1086;-0.238711139
1087;-0.218009186
1088;-0.199690897
1089;-0.183830373
1090;-0.102853777
1091;-0.140513577
1092;-0.142585211
1093;-0.144533035
1094;-0.146554811
1095;-0.146808281
1096;-0.132629212
1097;-0.120777289
1098;-0.113092094
1099;-0.105371222
1100;-0.011994215
1101;-0.022008518
1102;-0.041602087
1103;-0.035274482
1104;-0.010424277
1105;0.020750551
1106;0.048554269
1107;0.071749525
1108;0.079944686
1109;0.07660235
1110;0.050654438
1111;0.00740653
1112;-0.057080794
1113;-0.007024912
1114;0.036238762
1115;0.130060573
1116;0.20137669
1117;0.238527685
1118;0.251655891
1119;0.313409771
1120;0.462659539
1121;0.388967493
1122;0.198545004
1123;0.208877935
1124;0.269921239
1125;0.21330615
1126;0.090270831
1127;-0.120545879
1128;-0.347436535
1129;-0.33213533
1130;-0.270216976
1131;-0.177144576
1132;-0.197766217
1133;-0.208852244
1134;-0.208816795
1135;-0.246100227
1136;-0.239520844
1137;-0.210438807
1138;-0.133534073
1139;-0.166869029
1140;-0.168154156
1141;-0.168804737
1142;-0.092409529
1143;-0.059687842
1144;-0.043085655
1145;-0.016938331
1146;0.027943413
1147;0.084263961
1148;0.109207837
1149;0.110151331
1150;0.088017287
1151;0.051395708
1152;0.059980845
1153;0.057283265
1154;0.018274162
1155;-0.021414438
1156;-0.061136658
1157;-0.095120889
1158;-0.099849988
1159;-0.09194869
1160;-0.154956884
1161;-0.090428314
1162;0.023608662
1163;0.155251952
1164;0.199163819
1165;0.211150366
1166;0.190219286
1167;0.184801708
1168;0.318643583
1169;0.438141932
1170;0.56450995
1171;0.488794029
1172;0.220441256
1173;0.208220831
1174;0.30257055
1175;0.160130678
1176;-0.071684576
1177;-0.261570095
1178;-0.359520388
1179;-0.256369792
1180;-0.233056309
1181;-0.325666037
1182;-0.313277288
1183;-0.273113141
1184;-0.230413993
1185;-0.200367173
1186;-0.141788855
1187;-0.194716324
1188;-0.186860645
1189;-0.177494479
